#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  72
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  72
#! SET periodic_psi true
   -3.141592654   -3.141592654   10.432220541  -28.490725550    1.303888135
   -3.054326191   -3.141592654    8.074193153  -25.383543761    1.585335896
   -2.967059728   -3.141592654    6.069032391  -20.225338805    2.361747144
   -2.879793266   -3.141592654    4.617555660  -12.848764216    3.296837660
   -2.792526803   -3.141592654    3.837465953   -5.322183682    4.000681134
   -2.705260341   -3.141592654    3.621012799   -0.272339733    4.529078930
   -2.617993878   -3.141592654    3.711470347    1.884701681    5.249404196
   -2.530727415   -3.141592654    3.932546061    3.149450209    6.218283091
   -2.443460953   -3.141592654    4.294204908    5.194275085    6.989726721
   -2.356194490   -3.141592654    4.858382308    7.528783759    7.153811022
   -2.268928028   -3.141592654    5.578739577    8.565017316    6.879544026
   -2.181661565   -3.141592654    6.308327147    7.815469234    6.721832484
   -2.094395102   -3.141592654    6.932407860    6.351537076    6.994676486
   -2.007128640   -3.141592654    7.448718976    5.507869864    7.654401551
   -1.919862177   -3.141592654    7.937686564    5.722713766    8.649222641
   -1.832595715   -3.141592654    8.478797720    6.607578065   10.043254008
   -1.745329252   -3.141592654    9.109991919    7.765654893   11.713500598
   -1.658062789   -3.141592654    9.856793609    9.316515530   13.280733842
   -1.570796327   -3.141592654   10.777279507   11.839533021   14.456683431
   -1.483529864   -3.141592654   11.973253569   15.639906795   15.351008885
   -1.396263402   -3.141592654   13.549649239   20.511600874   16.328819687
   -1.308996939   -3.141592654   15.592002180   26.325626464   17.677033008
   -1.221730476   -3.141592654   18.189612875   33.269250384   19.415098122
   -1.134464014   -3.141592654   21.444510857   41.326847746   21.391117035
   -1.047197551   -3.141592654   25.432847485   49.994783747   23.575663344
   -0.959931089   -3.141592654   30.175799129   58.478869470   26.236424519
   -0.872664626   -3.141592654   35.623792461   66.011223956   29.655870898
   -0.785398163   -3.141592654   41.655397584   71.735127320   33.548519200
   -0.698131701   -3.141592654   48.082435170   74.993804607   36.857104830
   -0.610865238   -3.141592654   54.678204514   75.570902456   38.247458735
   -0.523598776   -3.141592654   61.194391266   73.083113854   36.896587511
   -0.436332313   -3.141592654   67.329573850   66.708929827   32.909783768
   -0.349065850   -3.141592654   72.726600401   56.224357603   27.096066066
   -0.261799388   -3.141592654   77.071666314   42.970443394   20.461641132
   -0.174532925   -3.141592654   80.219447010   29.145657890   13.798827724
   -0.087266463   -3.141592654   82.200518514   16.414854109    7.490907923
    0.000000000   -3.141592654   83.131533154    5.018510837    1.535037743
    0.087266463   -3.141592654   83.103367666   -5.665315803   -4.327375431
    0.174532925   -3.141592654   82.148044456  -16.295935650  -10.365444033
    0.261799388   -3.141592654   80.262383601  -26.941221325  -16.568981518
    0.349065850   -3.141592654   77.459460139  -37.224779755  -22.481595612
    0.436332313   -3.141592654   73.793532919  -46.593312377  -27.352068030
    0.523598776   -3.141592654   69.373852631  -54.346613000  -30.567049134
    0.610865238   -3.141592654   64.386398115  -59.383189720  -32.023432267
    0.698131701   -3.141592654   59.128277514  -60.329408152  -32.150242916
    0.785398163   -3.141592654   54.003466457  -56.245376101  -31.562363748
    0.872664626   -3.141592654   49.453451697  -47.304817205  -30.678606051
    0.959931089   -3.141592654   45.840694543  -35.160574455  -29.595394305
    1.047197551   -3.141592654   43.325572153  -22.699429684  -28.276464812
    1.134464014   -3.141592654   41.799364351  -12.892636159  -26.798946236
    1.221730476   -3.141592654   40.960211530   -6.933534382  -25.358190993
    1.308996939   -3.141592654   40.522473707   -3.259021971  -24.059388955
    1.396263402   -3.141592654   40.401027440    0.630083785  -22.791564054
    1.483529864   -3.141592654   40.661048648    5.319587384  -21.433160965
    1.570796327   -3.141592654   41.297381041    8.807740346  -20.103268234
    1.658062789   -3.141592654   42.108539573    9.164265840  -19.166724849
    1.745329252   -3.141592654   42.819904832    6.775733340  -18.874216048
    1.832595715   -3.141592654   43.271659010    3.494636430  -18.986304826
    1.919862177   -3.141592654   43.438772430    0.245347303  -18.750279135
    2.007128640   -3.141592654   43.301199612   -3.661014172  -17.419452212
    2.094395102   -3.141592654   42.756850267   -9.168907824  -14.935379231
    2.181661565   -3.141592654   41.665677896  -16.033975577  -12.114285932
    2.268928028   -3.141592654   39.964122247  -22.897066936  -10.056785753
    2.356194490   -3.141592654   37.715661868  -28.414734497   -9.231239134
    2.443460953   -3.141592654   35.055429967  -32.385358432   -9.119197161
    2.530727415   -3.141592654   32.091666806  -35.485063719   -8.713287236
    2.617993878   -3.141592654   28.883717140  -37.960602358   -7.341932520
    2.705260341   -3.141592654   25.510501686  -39.108117914   -5.062759045
    2.792526803   -3.141592654   22.118066078  -38.383391749   -2.481996571
    2.879793266   -3.141592654   18.860254001  -36.171681487   -0.323831262
    2.967059728   -3.141592654   15.824645812  -33.450656796    0.933000614
    3.054326191   -3.141592654   13.021693295  -30.889554388    1.298217420

   -3.141592654   -3.054326191   10.547046908  -28.234122645    1.242281412
   -3.054326191   -3.054326191    8.231329161  -24.660351241    1.908636849
